tech,distance_m,location,protocol,direction,sample,pci,rnti,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_bler,dl_bs,ul_snr,ul_pucch_snr,ul_rsrp,ul_phr,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_bler,ul_bsr,ul_ta
4G,5,Loc_2_5m,TCP,DL,25,1.0,46,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,26,1.0,46,4.0,0.0,0.0,56.0,1.0,0.0,0.0,,21.1,27.5,,14.0,,18.0,4400.0,1.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,27,1.0,46,5.0,0.0,0.0,56.0,1.0,0.0,0.0,,17.2,26.6,,18.0,,22.0,4100.0,1.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,28,1.0,46,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,UL,0,1.0,46,7.0,0.0,2.0,2200.0,12.0,1.0,7.0,,8.0,17.2,,15.0,,5.0,108000.0,29.0,3.0,9.0,0.0,
4G,5,Loc_2_5m,TCP,UL,1,1.0,46,8.0,0.0,0.0,112.0,2.0,0.0,0.0,,9.6,17.7,,19.0,,9.0,8500.0,2.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,UL,2,1.0,46,10.0,0.0,6.0,9900.0,17.0,0.0,0.0,,8.6,14.4,,18.0,,6.0,48000.0,12.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,UL,3,1.0,46,10.0,0.0,6.0,192000.0,316.0,1.0,0.0,,11.4,14.3,,16.0,,10.0,7100000.0,919.0,0.0,0.0,142000.0,
4G,5,Loc_2_5m,TCP,UL,4,1.0,46,9.0,0.0,6.0,218000.0,321.0,2.0,0.0,,12.8,,,15.0,,13.0,10000000.0,999.0,0.0,0.0,141000.0,
4G,5,Loc_2_5m,TCP,UL,5,1.0,46,9.0,0.0,8.0,527000.0,676.0,8.0,1.0,,14.0,,,15.0,,16.0,14000000.0,1000.0,0.0,0.0,138000.0,
4G,5,Loc_2_5m,TCP,UL,6,1.0,46,10.0,0.0,7.0,244000.0,329.0,4.0,1.0,,14.5,,,14.0,,17.0,16000000.0,1001.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,7,1.0,46,10.0,0.0,7.0,250000.0,327.0,2.0,0.0,,14.2,,,15.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,8,1.0,46,9.0,0.0,8.0,315000.0,390.0,21.0,5.0,,14.0,,,14.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,9,1.0,46,9.0,0.0,8.0,356000.0,444.0,22.0,4.0,,13.6,,,14.0,,18.0,17000000.0,999.0,0.0,0.0,138000.0,
4G,5,Loc_2_5m,TCP,UL,10,1.0,46,9.0,0.0,8.0,311000.0,379.0,7.0,1.0,,15.4,,,13.0,,20.0,18000000.0,1001.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,11,1.0,46,10.0,0.0,7.0,172000.0,239.0,0.0,0.0,,14.9,,,15.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,12,1.0,46,9.0,0.0,5.0,116000.0,211.0,0.0,0.0,,14.2,,,15.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,13,1.0,46,9.0,0.0,5.0,106000.0,190.0,2.0,1.0,,14.8,20.3,,15.0,,18.0,17000000.0,995.0,3.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,14,1.0,46,8.0,0.0,5.0,104000.0,196.0,0.0,0.0,,15.0,,,15.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,15,1.0,46,9.0,0.0,5.0,98000.0,178.0,0.0,0.0,,15.2,,,15.0,,18.0,17000000.0,1001.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,16,1.0,46,7.0,0.0,5.0,109000.0,196.0,1.0,0.0,,15.2,,,15.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,17,1.0,46,7.0,0.0,5.0,111000.0,196.0,0.0,0.0,,15.2,,,15.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,18,1.0,46,8.0,0.0,5.0,113000.0,205.0,0.0,0.0,,15.2,,,15.0,,18.0,17000000.0,999.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,19,1.0,46,8.0,0.0,5.0,119000.0,206.0,3.0,1.0,,15.1,,,15.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,20,1.0,46,7.0,0.0,5.0,113000.0,206.0,0.0,0.0,,14.8,,,15.0,,18.0,17000000.0,1001.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,21,1.0,46,7.0,0.0,5.0,120000.0,206.0,3.0,1.0,,14.7,,,15.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,22,1.0,46,8.0,0.0,6.0,123000.0,198.0,2.0,1.0,,13.7,,,15.0,,18.0,17000000.0,999.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,23,1.0,46,8.0,0.0,5.0,121000.0,216.0,6.0,2.0,,14.3,,,15.0,,18.0,17000000.0,992.0,8.0,0.0,134000.0,
4G,5,Loc_2_5m,TCP,UL,24,1.0,46,9.0,0.0,5.0,134000.0,226.0,3.0,1.0,,14.1,,,15.0,,18.0,17000000.0,1001.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,25,1.0,46,9.0,0.0,5.0,128000.0,224.0,1.0,0.0,,14.0,,,15.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,26,1.0,46,9.0,0.0,5.0,128000.0,224.0,2.0,0.0,,14.2,,,15.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,5,Loc_2_5m,TCP,UL,27,1.0,46,7.0,0.0,5.0,122000.0,213.0,3.0,1.0,,15.7,,,14.0,,20.0,18000000.0,999.0,0.0,0.0,134000.0,
4G,5,Loc_2_5m,TCP,UL,28,1.0,46,8.0,0.0,6.0,161000.0,253.0,0.0,0.0,,14.6,,,15.0,,18.0,17000000.0,1000.0,0.0,0.0,134000.0,
4G,5,Loc_2_5m,TCP,UL,29,1.0,46,10.0,0.0,7.0,237000.0,315.0,3.0,0.0,,15.0,20.8,,16.0,,18.0,7600000.0,446.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,UL,30,1.0,46,8.0,0.0,0.0,56.0,1.0,0.0,0.0,,14.1,21.5,,21.0,,18.0,4400.0,1.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,UL,31,1.0,46,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,0,1.0,46,10.0,0.0,1.0,2500.0,11.0,2.0,15.0,,9.4,15.0,,15.0,,5.0,128000.0,18.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,1,1.0,46,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,2,1.0,46,10.0,0.0,0.0,56.0,1.0,0.0,0.0,,7.5,14.0,,17.0,,4.0,3200.0,1.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,3,1.0,46,10.0,0.0,0.0,168.0,3.0,0.0,0.0,,8.1,13.9,,18.0,,5.0,11000.0,3.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,4,1.0,46,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,5,1.0,46,11.0,0.0,0.0,56.0,1.0,0.0,0.0,,8.8,15.4,,17.0,,4.0,3200.0,1.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,6,1.0,46,11.0,0.0,0.0,112.0,2.0,0.0,0.0,,8.7,13.9,,18.0,,7.0,8800.0,2.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,7,1.0,46,10.0,0.0,4.0,4300.0,10.0,0.0,0.0,,8.2,13.3,,18.0,,6.0,30000.0,7.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,8,1.0,46,11.0,0.0,22.0,26000000.0,748.0,133.0,15.0,,8.6,13.7,,18.0,,6.0,65000.0,16.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,9,1.0,46,9.0,0.0,17.0,27000000.0,977.0,22.0,2.0,,10.4,16.6,,17.0,,8.0,72000.0,17.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,10,1.0,46,10.0,0.0,19.0,28000000.0,927.0,68.0,6.0,,11.8,18.9,,18.0,,9.0,60000.0,14.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,11,1.0,46,9.0,0.0,16.0,23000000.0,907.0,87.0,8.0,,14.1,21.2,,17.0,,12.0,59000.0,14.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,12,1.0,46,9.0,0.0,13.0,20000000.0,964.0,34.0,3.0,,14.5,21.2,,17.0,,12.0,67000.0,16.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,13,1.0,46,9.0,0.0,16.0,24000000.0,960.0,37.0,3.0,,14.4,21.3,,17.0,,12.0,58000.0,14.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,14,1.0,46,8.0,0.0,14.0,21000000.0,957.0,39.0,3.0,,14.1,21.0,,18.0,,12.0,63000.0,15.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,15,1.0,46,10.0,0.0,17.0,27000000.0,955.0,43.0,4.0,,13.6,20.3,,18.0,,11.0,68000.0,16.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,16,1.0,46,9.0,0.0,15.0,23000000.0,948.0,49.0,4.0,,14.9,22.0,,17.0,,13.0,58000.0,14.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,17,1.0,46,8.0,0.0,13.0,20000000.0,956.0,42.0,4.0,,15.6,23.4,,17.0,,14.0,63000.0,15.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,18,1.0,46,9.0,0.0,15.0,21000000.0,924.0,69.0,6.0,,15.8,22.5,,17.0,,14.0,63000.0,15.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,19,1.0,46,9.0,0.0,15.0,22000000.0,929.0,62.0,6.0,,15.2,22.0,,17.0,,14.0,62000.0,15.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,20,1.0,46,9.0,0.0,17.0,25000000.0,952.0,47.0,4.0,,13.9,20.7,,17.0,,12.0,63000.0,15.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,21,1.0,46,9.0,0.0,15.0,24000000.0,964.0,33.0,3.0,,14.4,21.8,,16.0,,12.0,67000.0,16.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,22,1.0,46,8.0,0.0,14.0,21000000.0,931.0,63.0,6.0,,15.2,21.9,,16.0,,13.0,59000.0,14.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,23,1.0,46,9.0,0.0,15.0,22000000.0,945.0,51.0,5.0,,16.0,22.2,,17.0,,14.0,63000.0,15.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,24,1.0,46,9.0,0.0,15.0,23000000.0,954.0,43.0,4.0,,15.8,22.6,,17.0,,14.0,63000.0,15.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,25,1.0,46,9.0,0.0,15.0,22000000.0,951.0,48.0,4.0,,15.2,22.1,,17.0,,14.0,58000.0,14.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,26,1.0,46,9.0,0.0,15.0,22000000.0,954.0,44.0,4.0,,14.5,21.0,,17.0,,13.0,62000.0,15.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,27,1.0,46,9.0,0.0,16.0,24000000.0,960.0,38.0,3.0,,15.3,21.9,,17.0,,14.0,63000.0,15.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,28,1.0,46,7.0,0.0,12.0,5600000.0,282.0,16.0,5.0,,15.5,22.0,,17.0,,14.0,68000.0,13.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,DL,29,1.0,46,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,UL,0,1.0,46,11.0,0.0,2.0,2100.0,11.0,2.0,15.0,,10.9,17.4,,17.0,,7.0,108000.0,18.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,UL,1,1.0,46,11.0,0.0,0.0,56.0,1.0,0.0,0.0,,7.6,15.8,,20.0,,9.0,4300.0,1.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,UL,2,1.0,46,10.0,0.0,3.0,6400.0,17.0,0.0,0.0,,9.5,15.8,,17.0,,7.0,51000.0,12.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,UL,3,1.0,46,9.0,0.0,0.0,1500.0,19.0,0.0,0.0,,12.0,18.4,,15.0,,11.0,8400000.0,974.0,0.0,0.0,141000.0,
4G,5,Loc_2_5m,UDP,UL,4,1.0,46,9.0,0.0,0.0,951.0,17.0,0.0,0.0,,12.3,,,15.0,,12.0,9900000.0,1001.0,0.0,0.0,143000.0,
4G,5,Loc_2_5m,UDP,UL,5,1.0,46,8.0,0.0,0.0,953.0,17.0,0.0,0.0,,12.6,,,15.0,,13.0,11000000.0,999.0,0.0,0.0,142000.0,
4G,5,Loc_2_5m,UDP,UL,6,1.0,46,7.0,0.0,0.0,896.0,16.0,0.0,0.0,,14.0,,,14.0,,17.0,15000000.0,1000.0,0.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,7,1.0,46,8.0,0.0,0.0,1000.0,18.0,0.0,0.0,,14.1,,,14.0,,18.0,17000000.0,1000.0,0.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,8,1.0,46,8.0,0.0,0.0,1100.0,19.0,0.0,0.0,,14.3,,,13.0,,18.0,17000000.0,1000.0,0.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,9,1.0,46,8.0,0.0,0.0,951.0,17.0,0.0,0.0,,14.4,,,13.0,,18.0,17000000.0,1001.0,0.0,0.0,137000.0,
4G,5,Loc_2_5m,UDP,UL,10,1.0,46,9.0,0.0,0.0,1100.0,20.0,0.0,0.0,,13.4,,,14.0,,18.0,17000000.0,999.0,0.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,11,1.0,46,8.0,0.0,0.0,1000.0,18.0,0.0,0.0,,14.5,,,13.0,,18.0,17000000.0,1000.0,0.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,12,1.0,46,9.0,0.0,0.0,840.0,15.0,0.0,0.0,,13.6,,,13.0,,18.0,17000000.0,1000.0,0.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,13,1.0,46,8.0,0.0,0.0,1000.0,18.0,0.0,0.0,,13.6,,,13.0,,18.0,17000000.0,1001.0,0.0,0.0,137000.0,
4G,5,Loc_2_5m,UDP,UL,14,1.0,46,8.0,0.0,0.0,953.0,17.0,0.0,0.0,,15.4,,,12.0,,20.0,19000000.0,999.0,0.0,0.0,133000.0,
4G,5,Loc_2_5m,UDP,UL,15,1.0,46,9.0,0.0,0.0,896.0,16.0,0.0,0.0,,14.5,,,14.0,,19.0,17000000.0,1000.0,0.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,16,1.0,46,8.0,0.0,0.0,1000.0,18.0,0.0,0.0,,14.5,,,13.0,,18.0,17000000.0,1000.0,0.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,17,1.0,46,8.0,0.0,0.0,840.0,15.0,0.0,0.0,,15.2,,,12.0,,19.0,18000000.0,1000.0,0.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,18,1.0,46,8.0,0.0,0.0,1100.0,19.0,0.0,0.0,,14.3,,,13.0,,18.0,17000000.0,1001.0,0.0,0.0,137000.0,
4G,5,Loc_2_5m,UDP,UL,19,1.0,46,7.0,0.0,0.0,1000.0,18.0,0.0,0.0,,14.7,,,12.0,,18.0,17000000.0,999.0,0.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,20,1.0,46,8.0,0.0,0.0,840.0,15.0,0.0,0.0,,15.3,,,13.0,,20.0,18000000.0,996.0,4.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,21,1.0,46,7.0,0.0,0.0,952.0,17.0,0.0,0.0,,15.5,,,12.0,,20.0,19000000.0,1000.0,0.0,0.0,136000.0,
4G,5,Loc_2_5m,UDP,UL,22,1.0,46,7.0,0.0,0.0,895.0,16.0,0.0,0.0,,15.0,,,12.0,,18.0,17000000.0,1001.0,0.0,0.0,137000.0,
4G,5,Loc_2_5m,UDP,UL,23,1.0,46,7.0,0.0,2.0,15000.0,18.0,0.0,0.0,,15.4,26.3,,13.0,,18.0,10000000.0,587.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,UL,24,1.0,46,8.0,0.0,0.0,56.0,1.0,0.0,0.0,,15.2,27.1,,18.0,,18.0,4400.0,1.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,UDP,UL,25,1.0,46,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,0,1.0,46,,0.0,6.0,8300.0,1.0,0.0,0.0,,23.7,18.1,,0.0,,0.0,1800.0,1.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,1,1.0,46,4.0,0.0,2.0,2600.0,10.0,1.0,9.0,,11.6,20.2,,12.0,,8.0,54000.0,13.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,2,1.0,46,4.0,0.0,1.0,168.0,3.0,0.0,0.0,,12.7,18.7,,13.0,,9.0,21000.0,5.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,3,1.0,46,4.0,0.0,8.0,8199999.999999999,623.0,89.0,12.0,,11.7,17.7,,15.0,,9.0,444000.0,142.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,4,1.0,46,5.0,0.0,7.0,11000000.0,951.0,47.0,4.0,,12.1,18.1,,17.0,,9.0,496000.0,197.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,5,1.0,46,4.0,0.0,5.0,8500000.0,940.0,55.0,5.0,,13.0,18.8,,14.0,,10.0,457000.0,159.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,6,1.0,46,4.0,0.0,4.0,7100000.0,950.0,37.0,3.0,,12.9,19.0,,16.0,,10.0,341000.0,128.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,7,1.0,46,3.0,0.0,4.0,5800000.0,906.0,55.0,5.0,,13.0,19.1,,15.0,,10.0,337000.0,123.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,8,1.0,46,4.0,0.0,5.0,8199999.999999999,942.0,49.0,4.0,,13.0,19.4,,17.0,,11.0,366000.0,146.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,9,1.0,46,4.0,0.0,6.0,9100000.0,950.0,50.0,5.0,,12.8,19.0,,15.0,,11.0,486000.0,187.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,10,1.0,46,4.0,0.0,5.0,6800000.0,932.0,62.0,6.0,,12.6,18.8,,15.0,,12.0,376000.0,121.0,4.0,3.0,0.0,
4G,10,Loc_3_10m,TCP,DL,11,1.0,46,4.0,0.0,5.0,9200000.0,958.0,40.0,4.0,,13.0,19.0,,15.0,,12.0,418000.0,141.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,12,1.0,46,5.0,0.0,7.0,11000000.0,947.0,53.0,5.0,,12.9,18.8,,17.0,,12.0,458000.0,168.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,13,1.0,46,5.0,0.0,7.0,12000000.0,953.0,44.0,4.0,,13.0,18.9,,17.0,,13.0,455000.0,178.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,14,1.0,46,5.0,0.0,7.0,12000000.0,947.0,51.0,5.0,,13.1,18.9,,17.0,,13.0,395000.0,152.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,15,1.0,46,5.0,0.0,7.0,9600000.0,926.0,70.0,7.0,,12.5,18.8,,17.0,,12.0,352000.0,151.0,4.0,2.0,0.0,
4G,10,Loc_3_10m,TCP,DL,16,1.0,46,4.0,0.0,5.0,9200000.0,965.0,31.0,3.0,,13.3,18.9,,18.0,,12.0,343000.0,137.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,17,1.0,46,4.0,0.0,6.0,9200000.0,949.0,50.0,5.0,,13.4,19.4,,18.0,,13.0,304000.0,125.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,18,1.0,46,5.0,0.0,8.0,12000000.0,949.0,50.0,5.0,,12.9,19.0,,18.0,,12.0,340000.0,159.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,19,1.0,46,5.0,0.0,8.0,13000000.0,945.0,54.0,5.0,,12.7,18.7,,19.0,,12.0,353000.0,151.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,20,1.0,46,5.0,0.0,8.0,13000000.0,952.0,47.0,4.0,,11.1,17.5,,18.0,,11.0,333000.0,141.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,21,1.0,46,5.0,0.0,8.0,12000000.0,949.0,50.0,5.0,,8.9,14.9,,17.0,,8.0,327000.0,134.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,22,1.0,46,5.0,0.0,8.0,12000000.0,938.0,59.0,5.0,,8.5,14.9,,16.0,,8.0,363000.0,160.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,23,1.0,46,5.0,0.0,8.0,11000000.0,852.0,38.0,4.0,,9.2,15.2,,17.0,,9.0,293000.0,109.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,24,1.0,46,5.0,0.0,0.0,112.0,2.0,0.0,0.0,,9.9,17.4,,14.0,,9.0,8500.0,2.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,DL,25,1.0,46,5.0,0.0,0.0,56.0,1.0,0.0,0.0,,8.2,18.2,,15.0,,10.0,4300.0,1.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,UL,0,1.0,46,8.0,0.0,2.0,5000.0,5.0,2.0,28.0,,14.1,20.8,,8.0,,4.0,99000.0,5.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,UL,1,1.0,46,5.0,0.0,2.0,824.0,6.0,0.0,0.0,,13.6,21.2,,11.0,,11.0,89000.0,11.0,0.0,0.0,0.0,
4G,10,Loc_3_10m,TCP,UL,2,1.0,46,5.0,0.0,5.0,88000.0,138.0,11.0,7.0,,12.4,19.2,,12.0,,11.0,2500000.0,291.0,0.0,0.0,142000.0,
4G,10,Loc_3_10m,TCP,UL,3,1.0,46,6.0,0.0,5.0,162000.0,256.0,17.0,6.0,,12.7,,,10.0,,12.0,9400000.0,1001.0,0.0,0.0,139000.0,
4G,10,Loc_3_10m,TCP,UL,4,1.0,46,5.0,0.0,4.0,333000.0,448.0,64.0,12.0,,12.3,19.8,,10.0,,13.0,9900000.0,932.0,53.0,5.0,143000.0,
4G,10,Loc_3_10m,TCP,UL,5,1.0,46,5.0,0.0,4.0,196000.0,295.0,18.0,5.0,,12.9,19.6,,10.0,,14.0,11000000.0,984.0,14.0,1.0,143000.0,
4G,10,Loc_3_10m,TCP,UL,6,1.0,46,6.0,0.0,5.0,311000.0,428.0,22.0,4.0,,12.9,,,10.0,,14.0,11000000.0,992.0,8.0,0.0,143000.0,
4G,10,Loc_3_10m,TCP,UL,7,1.0,46,6.0,0.0,5.0,297000.0,370.0,53.0,12.0,,12.4,19.1,,10.0,,15.0,12000000.0,943.0,51.0,5.0,142000.0,
4G,10,Loc_3_10m,TCP,UL,8,1.0,46,6.0,0.0,4.0,183000.0,261.0,8.0,2.0,,12.8,19.5,,10.0,,16.0,14000000.0,992.0,8.0,0.0,139000.0,
4G,10,Loc_3_10m,TCP,UL,9,1.0,46,6.0,0.0,4.0,220000.0,310.0,8.0,2.0,,12.9,,,10.0,,17.0,14000000.0,993.0,6.0,0.0,139000.0,
4G,10,Loc_3_10m,TCP,UL,10,1.0,46,6.0,0.0,4.0,173000.0,245.0,30.0,10.0,,12.4,19.8,,10.0,,17.0,14000000.0,949.0,46.0,4.0,138000.0,
4G,10,Loc_3_10m,TCP,UL,11,1.0,46,6.0,0.0,4.0,216000.0,297.0,4.0,1.0,,13.0,,,10.0,,18.0,16000000.0,997.0,3.0,0.0,136000.0,
4G,10,Loc_3_10m,TCP,UL,12,1.0,46,6.0,0.0,4.0,239000.0,338.0,14.0,3.0,,12.6,20.5,,10.0,,17.0,15000000.0,975.0,21.0,2.0,134000.0,
4G,10,Loc_3_10m,TCP,UL,13,1.0,46,6.0,0.0,4.0,166000.0,253.0,3.0,1.0,,13.1,,,10.0,,18.0,16000000.0,986.0,14.0,1.0,137000.0,
4G,10,Loc_3_10m,TCP,UL,14,1.0,46,6.0,0.0,4.0,123000.0,211.0,9.0,4.0,,12.2,17.8,,10.0,,17.0,15000000.0,986.0,12.0,1.0,141000.0,
4G,10,Loc_3_10m,TCP,UL,15,1.0,46,6.0,0.0,4.0,110000.0,184.0,26.0,12.0,,10.7,,,10.0,,15.0,13000000.0,990.0,9.0,0.0,141000.0,
4G,10,Loc_3_10m,TCP,UL,16,1.0,46,4.0,0.0,3.0,104000.0,182.0,38.0,17.0,,9.4,18.4,,8.0,,14.0,11000000.0,952.0,39.0,3.0,140000.0,
4G,10,Loc_3_10m,TCP,UL,17,1.0,46,4.0,0.0,2.0,90000.0,166.0,33.0,16.0,,9.0,,,9.0,,13.0,9900000.0,942.0,39.0,3.0,142000.0,
4G,10,Loc_3_10m,TCP,UL,18,1.0,46,4.0,0.0,2.0,83000.0,156.0,12.0,7.0,,7.0,16.1,,10.0,,10.0,7300000.0,925.0,63.0,6.0,145000.0,
4G,10,Loc_3_10m,TCP,UL,19,1.0,46,5.0,0.0,2.0,126000.0,222.0,15.0,6.0,,11.4,18.2,,9.0,,16.0,13000000.0,967.0,23.0,2.0,138000.0,
4G,10,Loc_3_10m,TCP,UL,20,1.0,46,4.0,0.0,1.0,106000.0,195.0,16.0,7.0,,12.1,18.5,,8.0,,16.0,14000000.0,938.0,46.0,4.0,134000.0,
